compound_names,smiles,isactive,,
"Ethyl 4-(4-(dimethylamino)phenyl)-2-oxo-6-phenyl-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(c2ccccc2)NC(=O)NC1c1ccc(N(C)C)cc1,0.270248387,3566,51.70%
(Z)-methyl 4-((6-ethoxy-3-oxobenzofuran-2(3H)-ylidene)methyl)benzoate,CCOc1ccc2c(c1)O/C(=C\c1ccc(C(=O)OC)cc1)C2=O,0.270216131,3567,51.71%
"7-Methyl-1-(2-phenoxyethyl)indole-2,3-dione",Cc1cccc2c1N(CCOc1ccccc1)C(=O)C2=O,0.270126222,3568,51.73%
"7-[(4-Fluorophenyl)methyl]-3-methyl-8-{4-[(2-methylphenyl)methyl]piperazinyl}-1,3,7-trihydropurine-2,6-dione",Cc1ccccc1CN1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccc(F)cc2)CC1,0.270081933,3569,51.74%
"4-(3-hydroxyphenyl)-6-methyl-N-phenyl-2-thioxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccccc2)C(c2cccc(O)c2)NC(=S)N1,0.270037342,3570,51.75%
"N-(3-chlorophenyl)-2-[1-(3,5-dimethylphenyl)imidazol-2-yl]sulfanylacetamide",Cc1cc(C)cc(-n2ccnc2SCC(=O)Nc2cccc(Cl)c2)c1,0.270037146,3571,51.77%
N-(4-fluorophenyl)-2-((6-(2-methoxyphenyl)pyridazin-3-yl)thio)acetamide,COc1ccccc1-c1ccc(SCC(=O)Nc2ccc(F)cc2)nn1,0.270006451,3572,51.78%
"1-(4-ethoxybenzyl)-1H-indole-2,3-dione",CCOc1ccc(CN2C(=O)C(=O)c3ccccc32)cc1,0.269992323,3573,51.80%
4-[(4-tert-butylphenyl)sulfonylamino]-N-pyridin-4-ylbenzamide,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(C(=O)Nc3ccncc3)cc2)cc1,0.269916597,3574,51.81%
"2-(2,5-dioxopyrrolidin-1-yl)-N-[4-[[4-[[2-(2,5-dioxopyrrolidin-1-yl)acetyl]amino]phenyl]methyl]phenyl]acetamide",O=C(CN1C(=O)CCC1=O)Nc1ccc(Cc2ccc(NC(=O)CN3C(=O)CCC3=O)cc2)cc1,0.269855306,3575,51.83%
"(Z)-tert-butyl 2-((2-(2,5-dimethoxybenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl)oxy)acetate",COc1ccc(OC)c(/C=C2\Oc3cc(OCC(=O)OC(C)(C)C)ccc3C2=O)c1,0.26984724,3576,51.84%
"1-ethyl-N-(2-ethylphenyl)-4-hydroxy-2-oxo-1,2-dihydroquinoline-3-carboxamide",CCc1ccccc1NC(=O)c1c(O)c2ccccc2n(CC)c1=O,0.269799091,3577,51.86%
"1-[3-methoxy-4-(pentyloxy)benzyl]-5-methyl-1H-indole-2,3-dione",CCCCCOc1ccc(CN2C(=O)C(=O)c3cc(C)ccc32)cc1OC,0.269706355,3578,51.87%
"Methyl 4-(2,4-dimethoxyphenyl)-2,4-dioxobutanoate",COC(=O)C(=O)CC(=O)c1ccc(OC)cc1OC,0.269661468,3579,51.88%
"Ethyl 4-(4-hydroxyphenyl)-6-phenyl-2-thioxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(c2ccccc2)NC(=S)NC1c1ccc(O)cc1,0.269621292,3580,51.90%
2-[(3-Bromophenyl)methylene]-4-hydroxy-6-methylbenzo[b]furan-3-one,Cc1cc(O)c2c(c1)O/C(=C\c1cccc(Br)c1)C2=O,0.269613428,3581,51.91%
N-(4-acetamidophenyl)-2-[6-(3-methoxyphenyl)pyridazin-3-yl]sulfanylacetamide,COc1cccc(-c2ccc(SCC(=O)Nc3ccc(NC(C)=O)cc3)nn2)c1,0.269601922,3582,51.93%
"N,N'-bis(4-methoxyphenyl)-6-(pyrrolidin-1-yl)-1,3,5-triazine-2,4-diamine",COc1ccc(Nc2nc(Nc3ccc(OC)cc3)nc(N3CCCC3)n2)cc1,0.269506229,3583,51.94%
"(E)-N-(4-isopropylphenyl)-2-(4-(4-methoxybenzylidene)-2,5-dioxoimidazolidin-1-yl)acetamide",COc1ccc(/C=C2/NC(=O)N(CC(=O)Nc3ccc(C(C)C)cc3)C2=O)cc1,0.269501073,3584,51.96%
2-((3-cyano-6-(4-methoxyphenyl)-4-(trifluoromethyl)pyridin-2-yl)thio)-N-methylacetamide,CNC(=O)CSc1nc(-c2ccc(OC)cc2)cc(C(F)(F)F)c1C#N,0.269470006,3585,51.97%
N-(4-(4-methoxyphenyl)thiazol-2-yl)-4-(methylthio)benzamide,COc1ccc(-c2csc(NC(=O)c3ccc(SC)cc3)n2)cc1,0.269159933,3586,51.99%
"8-(4-(4-fluorobenzyl)piperazin-1-yl)-3-methyl-7-(2-methylbenzyl)-1H-purine-2,6(3H,7H)-dione",Cc1ccccc1Cn1c(N2CCN(Cc3ccc(F)cc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.269134884,3587,52.00%
"4-fluoro-N-(2-methyl-5-(thiazolo[5,4-b]pyridin-2-yl)phenyl)benzenesulfonamide",Cc1ccc(-c2nc3cccnc3s2)cc1NS(=O)(=O)c1ccc(F)cc1,0.269033072,3588,52.02%
"2-[[3-(1,3-Benzothiazol-2-yl)-4,5,6,7-tetrahydro-1-benzothiophen-2-yl]iminomethyl]-4,6-dibromophenol",Oc1c(Br)cc(Br)cc1/C=N/c1sc2c(c1-c1nc3ccccc3s1)CCCC2,0.268842575,3589,52.03%
"(5Z)-5-(4-hydroxybenzylidene)-3-(propan-2-yl)-2-thioxo-1,3-thiazolidin-4-one",CC(C)N1C(=O)/C(=C/c2ccc(O)cc2)SC1=S,0.268801159,3590,52.04%
"Ethyl 5-(cyanomethoxy)-1,2-dimethylindole-3-carboxylate",CCOC(=O)c1c(C)n(C)c2ccc(OCC#N)cc12,0.268779447,3591,52.06%
1-(3-Methylbutyl)-2-thiophen-2-ylbenzimidazole,CC(C)CCn1c(-c2cccs2)nc2ccccc21,0.268673792,3592,52.07%
"(Z)-2-(3,4-dimethoxybenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl cyclopropanecarboxylate",COc1ccc(/C=C2\Oc3cc(OC(=O)C4CC4)ccc3C2=O)cc1OC,0.268672225,3593,52.09%
"(Z)-tert-butyl 2-((2-(3,4-dimethoxybenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl)oxy)acetate",COc1ccc(/C=C2\Oc3cc(OCC(=O)OC(C)(C)C)ccc3C2=O)cc1OC,0.26865332,3594,52.10%
"4-(4-chlorophenyl)-6-(prop-2-en-1-yl)-1H,2H,3H,4H,5H,6H,7H-pyrrolo[3,4-d]pyrimidine-2,5-dione",C=CCN1CC2=C(C1=O)C(c1ccc(Cl)cc1)NC(=O)N2,0.268572882,3595,52.12%
"N-(2,3-dimethylphenyl)-4-(4-fluorophenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2cccc(C)c2C)C(c2ccc(F)cc2)NC(=O)N1,0.26852481,3596,52.13%
"4-((3-methylpiperidin-1-yl)sulfonyl)-N-(5-(4-(methylthio)phenyl)-1,3,4-oxadiazol-2-yl)benzamide",CSc1ccc(-c2nnc(NC(=O)c3ccc(S(=O)(=O)N4CCCC(C)C4)cc3)o2)cc1,0.268482829,3597,52.15%
"(Z)-2-(benzo[d][1,3]dioxol-5-ylmethylene)-3-oxo-2,3-dihydrobenzofuran-6-yl pivalate",CC(C)(C)C(=O)Oc1ccc2c(c1)O/C(=C\c1ccc3c(c1)OCO3)C2=O,0.268429515,3598,52.16%
"Ethyl 8-methyl-2-oxo-4-(phenethylamino)-1,2-dihydroquinoline-3-carboxylate",CCOC(=O)c1c(NCCc2ccccc2)c2cccc(C)c2[nH]c1=O,0.268347258,3599,52.17%
3-(2-chlorophenyl)-N-(4-(dimethylamino)phenethyl)-5-methylisoxazole-4-carboxamide,Cc1onc(-c2ccccc2Cl)c1C(=O)NCCc1ccc(N(C)C)cc1,0.268016164,3600,52.19%
"N-(2,4-dimethylphenyl)-4-(2-fluorophenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccc(C)cc2C)C(c2ccccc2F)NC(=O)N1,0.268000945,3601,52.20%
"2-((1-(3,4-dichlorophenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino)ethanol",OCCNc1ncnc2c1cnn2-c1ccc(Cl)c(Cl)c1,0.267979537,3602,52.22%
"4-(4-chlorophenyl)-6-phenethyl-3,4,6,7-tetrahydro-1H-pyrrolo[3,4-d]pyrimidine-2,5-dione",O=C1NC2=C(C(=O)N(CCc3ccccc3)C2)C(c2ccc(Cl)cc2)N1,0.267902405,3603,52.23%
"1-ethyl-4-hydroxy-N-(3-methylphenyl)-2-oxo-1,2-dihydroquinoline-3-carboxamide",CCn1c(=O)c(C(=O)Nc2cccc(C)c2)c(O)c2ccccc21,0.26787486,3604,52.25%
(Z)-2-(4-ethylbenzylidene)-6-methoxybenzofuran-3(2H)-one,CCc1ccc(/C=C2\Oc3cc(OC)ccc3C2=O)cc1,0.267844063,3605,52.26%
Ethyl 2-(2-phenoxyacetamido)-4-phenylthiazole-5-carboxylate,CCOC(=O)c1sc(NC(=O)COc2ccccc2)nc1-c1ccccc1,0.267827867,3606,52.28%
"3-amino-4-(furan-2-yl)-6-(4-methoxyphenyl)-N-(4-methylphenyl)thieno[2,3-b]pyridine-2-carboxamide",COc1ccc(-c2cc(-c3ccco3)c3c(N)c(C(=O)Nc4ccc(C)cc4)sc3n2)cc1,0.267757505,3607,52.29%
"N-(2,5-dimethylphenyl)-4-(2-fluorophenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2cc(C)ccc2C)C(c2ccccc2F)NC(=O)N1,0.267482694,3608,52.31%
"9-Cyclohexyl-3-hexyl-1-methyl-7,8-dihydro-6H-purino[7,8-a]pyrimidine-2,4-dione",CCCCCCn1c(=O)c2c(nc3n2CCCN3C2CCCCC2)n(C)c1=O,0.26743455,3609,52.32%
"2-(2,5-dioxo-4-(p-tolyl)-3,4-dihydrofuro[3,4-d]pyrimidin-1(2H,5H,7H)-yl)-N-(4-ethylphenyl)acetamide",CCc1ccc(NC(=O)CN2C(=O)NC(c3ccc(C)cc3)C3=C2COC3=O)cc1,0.267379479,3610,52.33%
"5-Methyl-1-[3-(2-methylphenoxy)propyl]indole-2,3-dione",Cc1ccc2c(c1)C(=O)C(=O)N2CCCOc1ccccc1C,0.267316947,3611,52.35%
2-[1-(4-chlorophenyl)imidazol-2-yl]sulfanyl-N-(2-fluorophenyl)acetamide,O=C(CSc1nccn1-c1ccc(Cl)cc1)Nc1ccccc1F,0.267278515,3612,52.36%
"2-(2,5-dioxo-4-(p-tolyl)-3,4-dihydrofuro[3,4-d]pyrimidin-1(2H,5H,7H)-yl)-N-(4-methylbenzyl)acetamide",Cc1ccc(CNC(=O)CN2C(=O)NC(c3ccc(C)cc3)C3=C2COC3=O)cc1,0.267251954,3613,52.38%
"8-(4-(4-chlorobenzyl)piperazin-1-yl)-7-(2-fluorobenzyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",Cn1c(=O)[nH]c(=O)c2c1nc(N1CCN(Cc3ccc(Cl)cc3)CC1)n2Cc1ccccc1F,0.267169333,3614,52.39%
(Z)-2-(4-methoxybenzylidene)-7-methyl-6-(2-oxopropoxy)benzofuran-3(2H)-one,COc1ccc(/C=C2\Oc3c(ccc(OCC(C)=O)c3C)C2=O)cc1,0.267081761,3615,52.41%
"1-{2-Ethyl-5-methyl-3-phenylpyrazolo[1,5-A]pyrimidin-7-YL}-4-(pyridin-2-YL)piperazine",CCc1nn2c(N3CCN(c4ccccn4)CC3)cc(C)nc2c1-c1ccccc1,0.266911302,3616,52.42%
Ethyl 6-(2-methoxybenzamido)-3-methylbenzofuran-2-carboxylate,CCOC(=O)c1oc2cc(NC(=O)c3ccccc3OC)ccc2c1C,0.26689682,3617,52.44%
"4-Methyl-1-[2-methyl-3-phenyl-5-(propan-2-yl)pyrazolo[1,5-a]pyrimidin-7-yl]piperidine",Cc1nn2c(N3CCC(C)CC3)cc(C(C)C)nc2c1-c1ccccc1,0.266827876,3618,52.45%
"(Z)-methyl 2-((2-(3,4-dimethoxybenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl)oxy)propanoate",COC(=O)C(C)Oc1ccc2c(c1)O/C(=C\c1ccc(OC)c(OC)c1)C2=O,0.266792165,3619,52.46%
ethyl 5-chloro-3-phenyl-1H-indole-2-carboxylate,CCOC(=O)c1[nH]c2ccc(Cl)cc2c1-c1ccccc1,0.266636134,3620,52.48%
N-benzyl-2-(1H-indol-3-yl)-2-oxo-N-phenylacetamide,O=C(C(=O)N(Cc1ccccc1)c1ccccc1)c1c[nH]c2ccccc12,0.266453577,3621,52.49%
"(E)-N-(4-(3,4-dimethoxyphenyl)thiazol-2-yl)-3-(thiophen-2-yl)acrylamide",COc1ccc(-c2csc(NC(=O)/C=C/c3cccs3)n2)cc1OC,0.266391683,3622,52.51%
N-(3-acetamidophenyl)-2-[6-(4-methoxyphenyl)pyridazin-3-yl]sulfanylacetamide,COc1ccc(-c2ccc(SCC(=O)Nc3cccc(NC(C)=O)c3)nn2)cc1,0.266387158,3623,52.52%
(Z)-2-benzylidene-6-((2-methylallyl)oxy)benzofuran-3(2H)-one,C=C(C)COc1ccc2c(c1)O/C(=C\c1ccccc1)C2=O,0.266324095,3624,52.54%
"(Z)-3-oxo-2-(pyridin-3-ylmethylene)-2,3-dihydrobenzofuran-6-yl acetate",CC(=O)Oc1ccc2c(c1)O/C(=C\c1cccnc1)C2=O,0.266076503,3625,52.55%
"4-(4-hydroxyphenyl)-6-methyl-2-thioxo-N-(p-tolyl)-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2)NC(=S)N1,0.265964779,3626,52.57%
CID 665876,CCn1c(=O)c2c(nc3n2CC(C)CN3CCc2ccccc2)n(C)c1=O,0.265823986,3627,52.58%
(Z)-4-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)-N-phenylbutanamide,O=C(CCCN1C(=O)/C(=C/c2ccccc2)SC1=S)Nc1ccccc1,0.265802427,3628,52.59%
"2-[(5Z)-5-[(4-ethylphenyl)methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]butanedioic acid",CCc1ccc(/C=C2\SC(=S)N(C(CC(=O)O)C(=O)O)C2=O)cc1,0.265713472,3629,52.61%
"2-((6-(2,5-dimethoxyphenyl)pyridazin-3-yl)thio)-N-(3-fluoro-4-methylphenyl)acetamide",COc1ccc(OC)c(-c2ccc(SCC(=O)Nc3ccc(C)c(F)c3)nn2)c1,0.265684225,3630,52.62%
(Z)-2-(5-bromo-2-methoxybenzylidene)-6-ethoxybenzofuran-3(2H)-one,CCOc1ccc2c(c1)O/C(=C\c1cc(Br)ccc1OC)C2=O,0.265679084,3631,52.64%
"8-(diethylamino)-7-dodecyl-3-methyl-1H-purine-2,6(3H,7H)-dione",CCCCCCCCCCCCn1c(N(CC)CC)nc2c1c(=O)[nH]c(=O)n2C,0.265549788,3632,52.65%
"3-(4-Chlorophenyl)-5-methyl-7-(4-methylpiperidin-1-yl)pyrazolo[1,5-a]pyrimidine",Cc1cc(N2CCC(C)CC2)n2ncc(-c3ccc(Cl)cc3)c2n1,0.265420741,3633,52.67%
"3-(3,4-Dimethoxyphenyl)-2,5-dimethyl-7-(4-methylpiperidin-1-yl)pyrazolo[1,5-a]pyrimidine",COc1ccc(-c2c(C)nn3c(N4CCC(C)CC4)cc(C)nc23)cc1OC,0.265022737,3634,52.68%
(E)-4-(5-(4-bromobenzylidene)-4-oxo-2-thioxothiazolidin-3-yl)butanoic acid,O=C(O)CCCN1C(=O)/C(=C\c2ccc(Br)cc2)SC1=S,0.264932965,3635,52.70%
(Z)-2-benzylidene-6-((3-methylbut-2-en-1-yl)oxy)benzofuran-3(2H)-one,CC(C)=CCOc1ccc2c(c1)O/C(=C\c1ccccc1)C2=O,0.264919256,3636,52.71%
4-methoxy-N-(6-(methylthio)benzo[d]thiazol-2-yl)benzamide,COc1ccc(C(=O)Nc2nc3ccc(SC)cc3s2)cc1,0.264752,3637,52.73%
1-[(4-Fluorophenyl)methyl]-2-methylbenzimidazole,Cc1nc2ccccc2n1Cc1ccc(F)cc1,0.264588965,3638,52.74%
"6-Ethyl-2,5-dimethyl-7-(4-methylpiperidin-1-yl)-3-phenylpyrazolo[1,5-a]pyrimidine",CCc1c(C)nc2c(-c3ccccc3)c(C)nn2c1N1CCC(C)CC1,0.264544224,3639,52.75%
(E)-3-(5-(4-isopropylbenzylidene)-4-oxo-2-thioxothiazolidin-3-yl)propanoic acid,CC(C)c1ccc(/C=C2/SC(=S)N(CCC(=O)O)C2=O)cc1,0.264257485,3640,52.77%
"[(2Z)-3-oxo-2-[(3,4,5-trimethoxyphenyl)methylidene]-1-benzofuran-6-yl] N,N-dimethylcarbamate",COc1cc(/C=C2\Oc3cc(OC(=O)N(C)C)ccc3C2=O)cc(OC)c1OC,0.264228871,3641,52.78%
"N-(4,5-dihydronaphtho[1,2-d][1,3]thiazol-2-yl)-4-methoxybenzamide",COc1ccc(C(=O)Nc2nc3c(s2)CCc2ccccc2-3)cc1,0.264224078,3642,52.80%
"(Z)-ethyl 2-((2-((6-chloro-4H-benzo[d][1,3]dioxin-8-yl)methylene)-3-oxo-2,3-dihydrobenzofuran-6-yl)oxy)acetate",CCOC(=O)COc1ccc2c(c1)O/C(=C\c1cc(Cl)cc3c1OCOC3)C2=O,0.264210933,3643,52.81%
"3-{[1-(3,4-Dichlorophenyl)pyrazolo[4,5-e]pyrimidin-4-yl]amino}propan-1-ol",OCCCNc1ncnc2c1cnn2-c1ccc(Cl)c(Cl)c1,0.264140552,3644,52.83%
"(Z)-isopropyl 2-((3-oxo-2-(2,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl)oxy)acetate",COc1cc(OC)c(OC)cc1/C=C1\Oc2cc(OCC(=O)OC(C)C)ccc2C1=O,0.263974834,3645,52.84%
"N-(4-(N-(4-(thiazolo[5,4-b]pyridin-2-yl)phenyl)sulfamoyl)phenyl)acetamide",CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(-c3nc4cccnc4s3)cc2)cc1,0.26395179,3646,52.86%
"(Z)-ethyl 2-((3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl)oxy)acetate",CCOC(=O)COc1ccc2c(c1)O/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O,0.263938399,3647,52.87%
"(Z)-methyl 2-((3-oxo-2-(2,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl)oxy)propanoate",COC(=O)C(C)Oc1ccc2c(c1)O/C(=C\c1cc(OC)c(OC)cc1OC)C2=O,0.263887278,3648,52.88%
"N-[4-(3,4-dimethoxyphenyl)-1,3-thiazol-2-yl]-4-methylbenzamide",COc1ccc(-c2csc(NC(=O)c3ccc(C)cc3)n2)cc1OC,0.263780624,3649,52.90%
"N-(2,3-dimethylphenyl)-4-(2-fluorophenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxamide",CC1=C(C(=O)Nc2cccc(C)c2C)C(c2ccccc2F)NC(=O)N1,0.263775972,3650,52.91%
"8-(4-(4-fluorobenzyl)piperazin-1-yl)-3-methyl-7-phenethyl-1H-purine-2,6(3H,7H)-dione",Cn1c(=O)[nH]c(=O)c2c1nc(N1CCN(Cc3ccc(F)cc3)CC1)n2CCc1ccccc1,0.263645422,3651,52.93%
"2-(6-methyl-2,4-dioxo-1,3-diazaspiro[4.5]decan-3-yl)-N-(4-methylbenzyl)acetamide",Cc1ccc(CNC(=O)CN2C(=O)NC3(CCCCC3C)C2=O)cc1,0.263580387,3652,52.94%
"4-acetyl-N-[4-(4-phenoxyphenyl)-1,3-thiazol-2-yl]benzamide",CC(=O)c1ccc(C(=O)Nc2nc(-c3ccc(Oc4ccccc4)cc3)cs2)cc1,0.263380596,3653,52.96%
(Z)-N-(3-((2-methoxyethyl)amino)-1-(4-methoxyphenyl)-3-oxoprop-1-en-2-yl)-4-methylbenzamide,COCCNC(=O)/C(=C/c1ccc(OC)cc1)NC(=O)c1ccc(C)cc1,0.26303686,3654,52.97%
"1-ethyl-N-(3-fluorophenyl)-4-hydroxy-2-oxo-1,2-dihydroquinoline-3-carboxamide",CCn1c(=O)c(C(=O)Nc2cccc(F)c2)c(O)c2ccccc21,0.262954777,3655,52.99%
"(E)-ethyl 2-(3,4-dimethoxybenzylidene)-5-(furan-2-yl)-7-methyl-3-oxo-3,5-dihydro-2H-thiazolo[3,2-a]pyrimidine-6-carboxylate",CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(OC)c(OC)c3)c(=O)n2C1c1ccco1,0.262810565,3656,53.00%
"4-cyano-N-[4-(2,4,6-trimethylphenyl)-1,3-thiazol-2-yl]benzamide",Cc1cc(C)c(-c2csc(NC(=O)c3ccc(C#N)cc3)n2)c(C)c1,0.262745317,3657,53.02%
Ethyl 5-(2-methoxybenzamido)-3-methyl-1-benzofuran-2-carboxylate,CCOC(=O)c1oc2ccc(NC(=O)c3ccccc3OC)cc2c1C,0.262486676,3658,53.03%
"Ethyl 4-(4-(diethylamino)phenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(N(CC)CC)cc1,0.262460344,3659,53.04%
"1-ethyl-6-methoxy-4-oxo-N-(pyridin-3-yl)-1,4-dihydroquinoline-3-carboxamide",CCn1cc(C(=O)Nc2cccnc2)c(=O)c2cc(OC)ccc21,0.262417285,3660,53.06%
(Z)-6-((3-chlorobenzyl)oxy)-2-(furan-2-ylmethylene)benzofuran-3(2H)-one,O=C1/C(=C/c2ccco2)Oc2cc(OCc3cccc(Cl)c3)ccc21,0.262403998,3661,53.07%
"1-(azepan-1-yl)-3-(3,6-dibromo-9H-carbazol-9-yl)propan-2-ol",OC(CN1CCCCCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,0.262338615,3662,53.09%
"2-[(4-phenylbenzoyl)amino]-5,6,7,8-tetrahydro-4H-cyclohepta[b]thiophene-3-carboxamide",NC(=O)c1c(NC(=O)c2ccc(-c3ccccc3)cc2)sc2c1CCCCC2,0.262135739,3663,53.10%
"(Z)-2-(5-bromo-2-methoxybenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl propionate",CCC(=O)Oc1ccc2c(c1)O/C(=C\c1cc(Br)ccc1OC)C2=O,0.262057675,3664,53.12%
"Methyl 2-(2-methoxyphenyl)-6-methyl-4-thioxo-2H,3H,5H-3,5-diazinecarboxylate",COC(=O)C1=C(C)NC(=S)NC1c1ccccc1OC,0.262026143,3665,53.13%
(E)-3-(5-(4-(tert-butyl)benzylidene)-4-oxo-2-thioxothiazolidin-3-yl)propanoic acid,CC(C)(C)c1ccc(/C=C2/SC(=S)N(CCC(=O)O)C2=O)cc1,0.261773385,3666,53.15%
N-(4-acetamidophenyl)-2-[6-(4-methoxyphenyl)pyridazin-3-yl]sulfanylacetamide,COc1ccc(-c2ccc(SCC(=O)Nc3ccc(NC(C)=O)cc3)nn2)cc1,0.261666247,3667,53.16%
"7-(3-chlorobenzyl)-8-(4-(2-fluorobenzyl)piperazin-1-yl)-3-methyl-1H-purine-2,6(3H,7H)-dione",Cn1c(=O)[nH]c(=O)c2c1nc(N1CCN(Cc3ccccc3F)CC1)n2Cc1cccc(Cl)c1,0.26157193,3668,53.17%
"5-(2,5-dimethoxyphenyl)-4-(furan-2-carbonyl)-3-hydroxy-1-(pyridin-3-ylmethyl)-1H-pyrrol-2(5H)-one",COc1ccc(OC)c(C2C(C(=O)c3ccco3)=C(O)C(=O)N2Cc2cccnc2)c1,0.26149976,3669,53.19%
"4-(4-hydroxyphenyl)-6-pentyl-3,4,6,7-tetrahydro-1H-pyrrolo[3,4-d]pyrimidine-2,5-dione",CCCCCN1CC2=C(C1=O)C(c1ccc(O)cc1)NC(=O)N2,0.261414854,3670,53.20%
"(Z)-2-(2,4-dimethoxybenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl dimethylcarbamate",COc1ccc(/C=C2\Oc3cc(OC(=O)N(C)C)ccc3C2=O)c(OC)c1,0.26125689,3671,53.22%
"N-butyl-3-[(5Z)-5-[(2-methoxyphenyl)methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]propanamide",CCCCNC(=O)CCN1C(=O)/C(=C/c2ccccc2OC)SC1=S,0.261249745,3672,53.23%
"6-methyl-N-(2-methylphenyl)-2-oxo-4-phenyl-3,4-dihydro-1H-pyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccccc2C)C(c2ccccc2)NC(=O)N1,0.261218775,3673,53.25%
"4-fluoro-N-(3-(thiazolo[5,4-b]pyridin-2-yl)phenyl)benzenesulfonamide",O=S(=O)(Nc1cccc(-c2nc3cccnc3s2)c1)c1ccc(F)cc1,0.26120088,3674,53.26%
4-((Z)-4-oxo-5-((E)-3-phenylallylidene)-2-thioxothiazolidin-3-yl)butanoic acid,O=C(O)CCCN1C(=O)/C(=C/C=C/c2ccccc2)SC1=S,0.261171306,3675,53.28%
"2-amino-N-(3-ethoxypropyl)-1-phenethyl-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",CCOCCCNC(=O)c1c(N)n(CCc2ccccc2)c2nc3ccccc3nc12,0.261111428,3676,53.29%
3-Phenyl-7-[2-(4-phenylpiperazin-1-yl)ethoxy]chromen-4-one,O=c1c(-c2ccccc2)coc2cc(OCCN3CCN(c4ccccc4)CC3)ccc12,0.261094693,3677,53.31%
"(Z)-isopropyl 2-((3-oxo-2-(2,3,4-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl)oxy)acetate",COc1ccc(/C=C2\Oc3cc(OCC(=O)OC(C)C)ccc3C2=O)c(OC)c1OC,0.261060265,3678,53.32%
"N-(1,3-benzodioxol-5-yl)-2-[6-(4-fluorophenyl)pyridazin-3-yl]sulfanylacetamide",O=C(CSc1ccc(-c2ccc(F)cc2)nn1)Nc1ccc2c(c1)OCO2,0.260992319,3679,53.33%
"4-(4-fluorophenyl)-6-pentyl-3,4,6,7-tetrahydro-1H-pyrrolo[3,4-d]pyrimidine-2,5-dione",CCCCCN1CC2=C(C1=O)C(c1ccc(F)cc1)NC(=O)N2,0.260843534,3680,53.35%
"4-ethyl-N-(4-(thiazolo[5,4-b]pyridin-2-yl)phenyl)benzenesulfonamide",CCc1ccc(S(=O)(=O)Nc2ccc(-c3nc4cccnc4s3)cc2)cc1,0.260819067,3681,53.36%
"2,2'-((1-(3-chloro-4-methylphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)azanediyl)diethanol",Cc1ccc(-n2ncc3c(N(CCO)CCO)ncnc32)cc1Cl,0.260658582,3682,53.38%
N-(4-(4-methoxy-3-methylphenyl)thiazol-2-yl)-4-(methylthio)benzamide,COc1ccc(-c2csc(NC(=O)c3ccc(SC)cc3)n2)cc1C,0.260636842,3683,53.39%
(E)-3-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)-N-(m-tolyl)propanamide,Cc1cccc(NC(=O)CCN2C(=O)/C(=C\c3ccccc3)SC2=S)c1,0.260612614,3684,53.41%
